School,Street Address,Street Zip,Latitude,Longitude
OneSchool Global - Los Angeles,5200 W. 83rd St.,90045-3248,33.963331,-118.371722
Open Charter Magnet,5540 West 77th St.,90045-3214,33.968507,-118.377804
Or hachaim Academy,6021 Laurel Canyon Blvd,91606-4615,34.180065,-118.396823
Orange School,3705 W Pico Blvd #677,90019-3451,34.047545,-118.321527
Orchard Academies 2B,6411 Orchard Ave.,90201-2222,33.978914,-118.19941
Orchard Academies 2C,6411 Orchard Ave.,90201-2222,33.978914,-118.19941
Orthopaedic Hospital,300 West 23rd St.,90007-2612,34.029031,-118.270627
Orville Wright Engineering and Design Magnet,6550 West 80th St.,90045-1127,33.969238,-118.404619
Oscar De La Hoya Animo Charter High,1114 South Lorena St.,90023-2915,34.023419,-118.203705
Osceola Street Elementary,14940 Osceola St.,91342-5280,34.29053,-118.456709
Our Community Charter,10045 Jumilla Ave.,91311-3507,34.252614,-118.563415
Our Lady of Grace,17720 Ventura Blvd.,91316-3716,34.161611,-118.519534
Our Lady of Guadalupe Elementary,436 North Hazard Ave.,90063-3447,34.041907,-118.17894
Our Lady of Guadalupe School - Rose Hill,4522 Browne Ave.,90032-1819,34.086523,-118.18828
Our Lady of Loretto Elementary School,258 N. Union Ave,90026-5435,34.066994,-118.264037
Our Lady of Lourdes,7324 Apperson St.,91042-1806,34.256479,-118.292493
Our Lady of Lourdes,18437 Superior St.,91325-1745,34.247174,-118.534697
Our Lady of Lourdes School,315 South Eastman Ave.,90063-3921,34.032929,-118.185999
Our Lady of Peace Elementary,9022 Langdon Ave.,91343-3919,34.234094,-118.469259
Our Lady of the Holy Rosary School,7802 Vineland Ave.,91352-4552,34.212779,-118.369889
Our Lady of the Rosary of Talpa,411 South EvergreenAve,90033-4410,34.036866,-118.205009
Our Lady of the Valley School,22041 Gault St,91303-1804,34.199393,-118.607653
Our Mother of Good Counsel,4622 Ambrose Ave.,90027-1903,34.109842,-118.290893
Overland Avenue Elementary,10650 Ashby Ave.,90064-3209,34.038538,-118.420977
Owensmouth Continuation,6921 Jordan Ave.,91303-1997,34.196338,-118.602907
Oxnard Street Elementary,10912 Oxnard St.,91606-4910,34.179366,-118.368537
Pacific Boulevard,2660 East 57th St.,90255-2545,33.99105,-118.223548
Pacific Lutheran Jr./Sr. High School,1473 West 182nd St.,90248-3948,33.865979,-118.301857
Pacoima Charter Elementary,11016 Norris Ave.,91331-2569,34.270632,-118.416385
Pacoima Middle,9919 Laurel Canyon Blvd.,91331-3940,34.250282,-118.423227
Pacoima Skills Center,13545 Van Nuys Blvd.,91331-3000,34.261924,-118.428522
Page Private-Hancock Park,565 North Larchmont Blvd.,90004-1305,34.080939,-118.32383
Palisades Charter Elementary,800 Via de La Paz,90272-3617,34.044808,-118.527622
Palisades Charter High,15777 Bowdoin St.,90272-3523,34.044632,-118.533304
Palisades Montessori Center,16706 Marquez Ave.,90272-3238,34.047633,-118.545052
Palms Elementary,3520 Motor Ave.,90034-4807,34.026126,-118.408211
Palms Middle,10860 Woodbine St.,90034-5416,34.023823,-118.416587
Panorama City Elementary,8600 Kester Ave.,91402-2725,34.226464,-118.457468
Panorama High,8015 Van Nuys Blvd.,91402-6009,34.216528,-118.448833
Para Los Niños - Evelyn Thurman Gratts Primary,474 South Hartford Ave.,90017-1306,34.056466,-118.263965
Para Los Niños Charter,1617 East Seventh St.,90021-1207,34.035154,-118.236953
Para Los Niños Middle,835 Stanford Ave.,90021-1847,34.035991,-118.247149
Park Avenue Elementary,8020 Park Ave.,90201-6018,33.960567,-118.174077
Park Western Place Elementary,1214 Park Western Pl.,90732-2220,33.752957,-118.304705
Parmelee Avenue Elementary,1338 East 76th Pl.,90001-3006,33.970724,-118.251197
Parthenia Academy of Arts and Technology,16825 Napa St.,91343-5618,34.226714,-118.498885
Paseo del Rey Fundamental,7751 Paseo del Rey,90293-8372,33.956268,-118.433461
Pathways Community,8800 South San Pedro St.,90003-3541,33.95715,-118.268756
Patrick Henry Middle,17340 San Jose St.,91344-6131,34.261168,-118.511911
Paul Revere Charter Middle,1450 Allenford Ave.,90049-3614,34.054782,-118.495858
Performing Arts Community at Diego Rivera Learning Complex,6100 South Central Ave.,90001-1133,33.984122,-118.256116
Personal Coaching Systems,17800 S. Main St. Ste. 100,90248-3510,33.869511,-118.27516
Phineas Banning Senior High,1527 Lakme Ave.,90744-1526,33.794038,-118.260804
Phoenix Continuation,12971 Zanja St.,90066-4175,33.996807,-118.441182
Pico Mesivta,1540 S Robertson Blvd,90035-4232,34.051068,-118.384039
Pilgrim School,540 South Commonwealth Ave.,90020-1204,34.064317,-118.285185
Pinewood Avenue Elementary,10111 Silverton Ave.,91042-2410,34.252365,-118.284302
Pio Pico Middle,1512 South Arlington Ave.,90019-4552,34.044388,-118.317645
Plainview Academic Charter Academy,10819 Plainview Ave.,91042-1633,34.265498,-118.297982
Play Mountain Place,6063 Hargis St.,90034-2613,34.032378,-118.375986
Playa del Rey Elementary,12221 Juniette St.,90230-6235,33.982584,-118.408808
Playa Vista Elementary,13150 West Bluff Creek Dr.,90094-2520,33.97181,-118.422356
Plummer Elementary,9340 Noble Ave.,91343-3406,34.24003,-118.460927
Point Fermin Elementary,3333 Kerckhoff Ave.,90731-6712,33.713979,-118.28983
Pomelo Community Charter,7633 March Ave.,91304-5233,34.209319,-118.642143
Port of Los Angeles High,250 West Fifth St.,90731-3304,33.740128,-118.281877
Porter Ranch Community,12450 Mason Ave.,91326-4619,34.2937,-118.581106
Precious Blood,307 South Occidental Blvd.,90057-1503,34.067759,-118.282507
PREPA TEC - Los Angeles,8001 Santa Fe Ave.,90255-4138,33.966392,-118.230596
President Avenue Elementary,1465 West 243rd St.,90710-1706,33.804074,-118.30238
Primary Academy for Success,9075 Willis Ave.,91402-1512,34.234892,-118.455355
Public Policy Charter,1701 Browning Blvd.,90062-1302,34.012037,-118.309435
Public Service Community at Diego Rivera Learning Complex,6100 South Central Ave.,90001-1133,33.984122,-118.256116
PUC CA Academy for Liberal Studies Early College High,7350 North Figueroa St.,90041-2547,34.137422,-118.187645
PUC CALS Charter Middle,7350 North Figueroa St.,90041-2547,34.137323,-118.187843
PUC CALS Middle School and Early College High,7350 North Figueroa St.,90041-2547,34.137233,-118.187369
PUC Community Charter Elementary,14019 Sayre St.,91342-4265,34.306469,-118.438653
PUC Community Charter Middle and PUC Community Charter Early College High,11500 Eldridge Ave.,91342-6522,34.280097,-118.38238
PUC Early College Academy for Leaders and Scholars (ECALS),2050 San Fernando Rd.,90065-1267,34.290459,-118.449491
PUC Excel Charter Academy,1855 North Main St.,90031-3227,34.066457,-118.220254
PUC Inspire Charter Academy,12550 Van Nuys Blvd.,91331-1354,34.276957,-118.405902
PUC International Preparatory Academy,1800 Colorado Blvd.,90041-1340,34.139013,-118.206573
PUC Lakeview Charter Academy,11465 Kagel Canyon St.,91342-6505,34.280132,-118.381544
PUC Lakeview Charter High,13361 Glenoaks Blvd.,91342-2110,34.31419,-118.459761
PUC Milagro Charter,1855 North Main St.,90031-3227,34.066457,-118.220254
PUC Nueva Esperanza Charter Academy,1218 North Fourth St.,91340-2314,34.287618,-118.438542
PUC Nueva Esperanza Charter Academy,1218 North Fourth St.,91340-2314,34.287618,-118.438542
PUC Santa Rosa Charter Academy,3838 Eagle Rock Blvd.,90065-3638,34.118988,-118.230908
PUC Triumph Charter Academy,13361 Glenoaks Blvd.,91342-2110,34.31419,-118.459761
PUC Triumph Charter Academy and PUC Triumph Charter High,13361 Glenoaks Blvd.,91342-4265,34.31419,-118.459761
PUC Triumph Charter High,9171 Telfair Ave.,91352-1844,34.234825,-118.398019
Pueblo de Los Angeles Continuation,3921 Selig Pl.,90031-2457,34.068919,-118.197518
Puente Charter,501 South Boyle Ave.,90033-3816,34.041422,-118.219575
Purche Avenue Elementary,13210 Purche Ave.,90249-1653,33.912503,-118.320363
Queen Anne Place Elementary,1212 Queen Anne Pl.,90019-6819,34.05121,-118.331482
Quincy Jones Elementary,900 East 33rd St.,90011-2524,34.014575,-118.260815
Rabbi Jacob Pressman Academy,1055 South La Cienega Blvd.,90035-2507,34.058398,-118.376329
Ramon C. Cortines School of Visual and Performing Arts,450 North Grand Ave.,90012-2123,34.059537,-118.244923
Ramona Elementary,1133 North Mariposa Ave.,90029-1413,34.091562,-118.299477
Ramona Opportunity High,231 South Alma Ave.,90063-2412,34.038969,-118.191377
Ranchito Avenue Elementary,7940 Ranchito Ave.,91402-6131,34.215219,-118.434547
Rancho Dominguez Preparatory,4110 Santa Fe Ave.,90810-1439,33.833794,-118.215942
Raymond Avenue Elementary,7511 Raymond Ave.,90044-2430,33.971751,-118.298177
Redeemer Baptist Elementary,10792 National,90064-4234,34.030824,-118.419248
ReJOYce In Jesus Christian School,1304 South Cochran Ave.,90019-2847,34.050595,-118.351398
Renaissance Arts Academy,2558 North San Fernando Rd.,90065-1324,34.108011,-118.241723
Renaissance Arts Academy K-12,1816 Colorado Blvd.,90041,34.13924,-118.206737
Renuevo Elementary School,2665 Clarendon Ave.,90255-5346,33.983729,-118.2234
Renuevo Leadership Academy,2665 Clarendon Ave.,90255-5346,33.983729,-118.2234
Reseda Charter High,18230 Kittridge St.,91335-6121,34.190181,-118.530523
Reseda Community Adult,18230 Kittridge St.,91335-6121,34.188617,-118.529359
Reseda Elementary,7265 Amigo Ave.,91335-3035,34.202381,-118.538657
Resolute Academy Charter,1265 East 112th St.,90059-1137,33.933775,-118.252936
Resurrection,3360 E. Opal St.,90023-2917,34.022326,-118.204787
Ribet Academy,2911 North San Fernando Rd.,90065-1323,34.113484,-118.242064
Ricardo Lizarraga Elementary,401 East 40th Pl.,90011-5640,34.010257,-118.268469
Richard A. Alonzo Community Day,5755 Fountain Ave.,90028-8531,34.094796,-118.31506
Richard E. Byrd Middle,8501 Arleta Ave.,91352-2958,34.222523,-118.405531
Richard Henry Dana Middle,1501 South Cabrillo Ave.,90731-4617,33.730602,-118.294645
Richard N. Slawson Southeast OC,5500 Rickenbacker Rd.,90201,33.990636,-118.168433
Richard Riordan Primary Center,5531 Monte Vista St.,90042-3324,34.110779,-118.196451
Richland Avenue Elementary,11562 Richland Ave.,90064-3733,34.028719,-118.44003
Rio Vista Elementary,4243 Satsuma Ave.,91602-3226,34.147262,-118.367368
Rise Kohyang Elementary,600 South La Fayette Park Pl.,90057-3243,34.062428,-118.282171
Rise Kohyang High,111 South Madison Ave.,90004-6053,34.073367,-118.289143
Rise Kohyang Middle,600 South Lafayette Park Pl.,90057,34.062428,-118.282172
Rise Montessori School,7120 Remmet Ave.,91303-2015,34.19987,-118.600048
Rising Stars Academy,1851 W Imperial Hwy. Los Ageles,90047-5021,33.931207,-118.310807
Rising Stars Academy Elementary,1909 W. Imperial Hwy,90047-5023,33.931323,-118.311629
Ritter Elementary,11108 Watts Ave.,90059-1444,33.934351,-118.227859
Riverside Drive Charter,13061 Riverside Dr.,91423-2128,34.15768,-118.41753
Robert E. Peary Middle,1415 West Gardena Blvd.,90247-4712,33.882014,-118.30023
Robert F. Kennedy Elementary,4010 East Ramboz Dr.,90063-1218,34.05399,-118.178334
Robert Frost Middle,12314 Bradford Pl.,91344-1918,34.293743,-118.511042
Robert Fulton College Preparatory,7477 Kester Ave.,91405-1722,34.206434,-118.457528
Robert H. Lewis Continuation,12508 Wicks St.,91352-2953,34.225407,-118.405431
Robert Hill Lane Elementary,1500 Avenida Cesar Chavez,91754-6020,34.039747,-118.152239
Robert Louis Stevenson College and Career Preparatory,725 South Indiana St.,90023-1840,34.026048,-118.192374
Rockdale Visual & Performing Arts Magnet,1303 Yosemite Dr.,90041-2434,34.133303,-118.193612
Rolling Hills Preparatory School,1 Rolling Hills Prep Way,90732-5200,33.779178,-118.301505
Roosevelt Community Adult,456 South Matthews St.,90033-4326,34.037504,-118.211964
ROP Center,"333 South Beaudry Ave., 18th Fl.",90017-5108,34.056109,-118.256986
Rosa Parks Learning Center,8855 Noble Ave.,91343-5518,34.231619,-118.461075
Roscoe Elementary,10765 Strathern St.,91352-4644,34.215749,-118.365401
Roscomare Road Elementary,2425 Roscomare Rd.,90077-1812,34.119631,-118.463715
Rose and Alex Pilibos Armenian School,1615 North Alexandria Ave.,90027-5207,34.10017,-118.298443
Rosemont Avenue Elementary,421 North Rosemont Ave.,90026-4994,34.072083,-118.269691
Rosewood Avenue Elementary School Urban Planning and Urban Design Magnet,503 North Croft Ave.,90048-2510,34.08205,-118.374287
Rowan Avenue Elementary,600 South Rowan Ave.,90023-1826,34.028268,-118.187379
Roy Romer Middle,6501 Laurel Canyon Blvd.,91606-1520,34.188654,-118.396578
Rudecinda Sepulveda Dodson Middle,28014 Montereina Dr.,90275-1288,33.764873,-118.316576
Russell Elementary,1263 East Firestone Blvd.,90001-3738,33.960215,-118.252236
Sacred Heart Elementary School,2109 Sichel St.,90031-3027,34.069877,-118.213171
Sacred Heart High,2111 Griffin Ave.,90031-3005,34.069884,-118.211962
Saint Aloysius,2023 East Nadeau St.,90001-3503,33.967764,-118.236221
Saint Mary Coptic Orthodox School,17431 Roscoe Blvd,91325-3903,34.221938,-118.512899
Saint Paul the Apostle School,1536 Selby Ave.,90024-5714,34.054777,-118.436954
Saint Sebastian School,1430 Federal Ave.,90025-2302,34.046814,-118.455651
Saint Thomas the Apostle,2632 West 15th St.,90006-4329,34.045286,-118.299068
Sal Castro Middle,1575 West 2nd St.,90026-5701,34.061222,-118.263016
Sally Ride Elementary: A SMArT Academy,1041 East 46th St.,90011-3627,34.001838,-118.257436
Samuel A. Fryer Yavneh Hebrew,5353 West Third St.,90020-4801,34.070492,-118.336288
Samuel Gompers Middle,234 East 112th St.,90061-2542,33.932962,-118.277393
San Antonio Continuation,2911 Belgrave Ave.,90255-5268,33.987203,-118.217186
San Antonio Elementary,6222 State St.,90255-4403,33.983636,-118.212544
San Fernando Elementary,1130 Mott St.,91340-4126,34.279548,-118.447349
San Fernando Institute of Applied Media,130 North Brand Blvd.,91340-2901,34.283041,-118.43655
San Fernando Middle,130 North Brand Blvd.,91340-2996,34.282849,-118.438098
San Fernando Senior High,11133 O'Melveny Ave.,91340-4426,34.272472,-118.442105
San Fernando Valley Academy,17601 Lassen St,91325-1408,34.251414,-118.518248
San Gabriel Avenue Elementary,8628 San Gabriel Ave.,90280-3112,33.954957,-118.202342
San Jose Street Elementary,14928 Clymer St.,91345-2111,34.262593,-118.457383
San Miguel Catholic School,2270 East 108th St.,90059-1346,33.93728,-118.231497
San Miguel Elementary,9801 San Miguel Ave.,90280-4823,33.944793,-118.200767
San Pascual Elementary Science Technology Engineering Arts And Mathematics (STEAM) Magnet,815 San Pascual Ave.,90042-3030,34.118586,-118.17204
San Pedro Senior High,1610 South Leland St.,90731-3932,33.729644,-118.300675
San Pedro Street Elementary,1635 South San Pedro St.,90015-3706,34.02924,-118.25645
Santa Monica Academy,11835 West Olympic Blvd. Ste 745,90064-5001,34.033076,-118.451931
Santa Monica Boulevard Community Charter,1022 North Van Ness Ave.,90038-3252,34.089366,-118.315663
Santa Rosa de Lima,1316 Griffith St.,91340-3958,34.282349,-118.449099
Santa Teresita Elementary,2646 Zonal Ave.,90033-1436,34.057135,-118.197334
Santee Education Complex,1921 South Maple Ave.,90011-1036,34.028729,-118.262116
Sara Coughlin Elementary,11035 Borden St.,91331-1533,34.270065,-118.402109
Saticoy Elementary,7850 Ethel Ave.,91605-1940,34.212841,-118.416715
Saturn Street Elementary,5360 Saturn St.,90019-3960,34.046648,-118.355685
Scholarship Prep - South Bay,24910 S. Avalon Blvd.,90744-1029,33.799742,-118.263608
School for the Visual Arts and Humanities,701 South Catalina St.,90005-1943,34.059692,-118.295474
School of Business and Tourism at Contreras Learning Complex,322 Lucas Ave.,90017-1406,34.058064,-118.261708
School of Engineering and Technology,1200 Playa Del Sol,90033,34.0487,-118.2274
School of History and Dramatic Arts at Sonia Sotomayor Learning Academies,2050 San Fernando Rd.,90065-1267,34.290459,-118.449491
School of Law & Government at Roosevelt High,456 South Mathews St.,90033-4326,34.039171,-118.211197
School of Santa Isabel,2424 Whittier Blvd.,90023-1302,34.033929,-118.215133
"School of Science, Technology, Engineering & Math (STEM) at Roosevelt High",456 South Mathews St.,90033-4326,34.039171,-118.211197
Science Academy STEM Magnet,5525 Vineland Ave.,91601-2730,34.170593,-118.371533
"Science, Technology, Engineering, Arts and Mathematics at Legacy High School Complex",5225 Tweedy Blvd.,90280-5332,33.941328,-118.178946
Second Street Elementary,1942 East Second St.,90033-3417,34.045312,-118.217371
Selma Avenue Elementary,6611 Selma Ave.,90028-7113,34.099802,-118.334088
Serenity Kids Academy,8414 Tampa Ave,91326-4256,34.223162,-118.553254
Serenity Kids Academy,11439 Encino Ave,91344-3418,34.278588,-118.516279
Serrania Avenue Charter for Enriched Studies,5014 Serrania Ave.,91364-3303,34.161207,-118.588318
Seven Arrows Elementary,15240 La Cruz Dr,90272-3401,34.04509,-118.525885
Seventh Street Elementary Arts Integration Magnet,1570 West Seventh St.,90732-3420,33.737964,-118.311515
Seventy-Fifth Street Elementary,142 West 75th St.,90003-2014,33.972137,-118.272394
Seventy-Fourth Street Elementary,2112 West 74th St.,90047-2118,33.972721,-118.315858
Shalhevet,910 South Fairfax Ave.,90036-4419,34.059087,-118.363244
Sharp Avenue Elementary,13800 Pierce St.,91331-4530,34.252754,-118.433047
Sheenway School and Culture Center,321West 102Nd St.,90003,33.944132,-118.279111
Shenandoah Street Elementary,2450 Shenandoah St.,90034-2026,34.038888,-118.385138
Sheridan Street Elementary,416 North Cornwell St.,90033-1833,34.04992,-118.208198
Sherman Oaks Center for Enriched Studies,18605 Erwin St.,91335-6824,34.183932,-118.537922
Sherman Oaks Elementary Charter,14755 Greenleaf St.,91403-4127,34.149449,-118.455273
Shirley Avenue Elementary,19452 Hart St.,91335-3735,34.197396,-118.557142
